City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,mapimi,25.8167,-103.85,30.1,6,50,3.75,MX,1682111569
366,robore,-18.3333,-59.75,25.25,60,0,1.22,BO,1682111569
367,yantongshan,43.2919,126.0094,1.47,23,99,0.45,CN,1682111569
368,paita,-5.0892,-81.1144,26.39,80,100,3.55,PE,1682111570
369,dryden,49.7833,-92.7503,-0.84,74,100,7.72,CA,1682111570
370,tagab,34.855,69.6492,12.98,32,20,2.79,AF,1682111570
371,yamada,39.4667,141.95,6.23,53,18,2.14,JP,1682111570
372,coruripe,-10.1256,-36.1756,26.16,79,1,4.53,BR,1682111570
373,zeya,53.75,127.2667,-2.09,58,100,3.54,RU,1682111570
374,thunder bay,48.4001,-89.3168,1.92,99,100,1.8,CA,1682111570
375,harper,4.375,-7.7169,27.72,81,100,5.25,LR,1682111298
376,brookings,44.3114,-96.7984,3.43,70,100,8.75,US,1682111336
377,trincomalee,8.5711,81.2335,26.77,82,8,3.17,LK,1682111570
378,badger,64.8,-147.5333,4.34,58,75,0.45,US,1682111570
379,kirakira,-10.4544,161.9205,27.87,81,17,2.5,SB,1682111570
380,zouerate,22.7187,-12.4521,26.0,17,69,3.86,MR,1682111570
381,fort mcmurray,56.7268,-111.381,10.44,24,10,1.77,CA,1682111570
382,jayapura,-2.5333,140.7,24.66,90,99,1.47,ID,1682111570
383,guerrero negro,27.9769,-114.0611,28.12,20,0,5.88,MX,1682111570
384,vung tau,10.346,107.0843,28.23,82,93,3.65,VN,1682111571
385,wenchang,30.904,118.4887,11.16,63,74,4.58,CN,1682111571
386,spinetta marengo,44.8862,8.6829,14.18,1,100,1.48,IT,1682111571
387,abeche,13.8292,20.8324,30.64,14,3,2.4,TD,1682111571
388,port moresby,-9.4431,147.1797,24.62,90,100,1.64,PG,1682111571
389,minas de marcona,-15.2119,-75.1103,19.77,70,28,6.33,PE,1682111571
390,barranca,-10.75,-77.7667,24.85,73,68,4.12,PE,1682111571
391,xiantao,30.3833,113.4,13.61,61,100,7.64,CN,1682111571
392,rio preto da eva,-2.6994,-59.6997,28.8,78,96,0.64,BR,1682111571
393,badr hunayn,23.7829,38.7905,29.49,36,0,0.53,SA,1682111571
394,labasa,-16.4167,179.3833,26.93,80,29,3.66,FJ,1682111571
395,mar del plata,-38.0023,-57.5575,18.3,61,0,4.12,AR,1682111571
396,mandalgovi,45.7625,106.2708,-3.12,30,41,3.87,MN,1682111572
397,broken hill,-31.95,141.4333,12.17,76,0,3.98,AU,1682111572
398,yazihan,38.5947,38.18,7.15,100,40,1.03,TR,1682111572
399,corinto,37.9407,22.9573,16.05,82,100,1.29,GR,1682111572
400,princeville,45.7668,-61.2985,9.06,82,100,7.2,CA,1682111572
401,mahriz,31.5917,54.4318,20.28,36,34,3.17,IR,1682111572
402,ardakan,32.31,54.0175,21.36,31,1,6.89,IR,1682111572
403,saint-felicien,48.6501,-72.4491,5.12,65,100,2.44,CA,1682111480
404,hilo,19.7297,-155.09,29.04,86,100,6.17,US,1682111530
405,safotu,-13.4513,-172.4018,28.63,74,86,3.94,WS,1682111572
406,darnah,32.767,22.6367,18.88,59,99,9.86,LY,1682111572
407,nova sintra,14.8667,-24.7167,20.07,75,7,6.79,CV,1682111572
408,novodvinsk,64.4165,40.8122,0.86,99,100,1.05,RU,1682111572
409,mugia,43.1041,-9.2179,12.73,83,2,6.76,ES,1682111572
410,mossel bay,-34.1831,22.146,11.96,65,100,4.18,ZA,1682111572
411,englewood,39.6478,-104.9878,11.33,23,75,3.09,US,1682111573
412,ambovombe,-25.1667,46.0833,21.57,89,0,2.22,MG,1682111573
413,luau,-10.7073,22.2247,19.78,93,100,0.6,AO,1682111573
414,kenora,49.8167,-94.4337,-1.79,79,100,7.15,CA,1682111573
415,mogadishu,2.0371,45.3438,28.97,72,100,7.5,SO,1682111335
416,rongelap,11.1635,166.8941,26.88,77,100,8.78,MH,1682111573
417,forster,-32.1667,152.5167,15.64,91,100,3.7,AU,1682111573
418,ulety,51.3572,112.4849,-9.03,59,4,1.04,RU,1682111573
419,san rafael del yuma,18.4299,-68.6739,28.11,61,63,3.14,DO,1682111573
420,tocopilla,-22.092,-70.1979,21.88,66,18,3.02,CL,1682111573
421,ciudad victoria,23.7333,-99.1333,29.49,58,75,2.06,MX,1682111482
422,argo,37.6333,22.7333,15.99,83,94,0.86,GR,1682111361
423,port-cartier,50.0334,-66.8654,4.47,85,100,2.08,CA,1682111573
424,midlothian,32.4824,-96.9945,25.48,32,0,3.13,US,1682111499
425,puerto madero,14.7208,-92.4215,33.11,62,20,8.75,MX,1682111573
426,lamont,35.2597,-118.9143,27.26,33,18,2.25,US,1682111574
427,buri ram,14.9943,103.1039,30.45,54,0,3.34,TH,1682111574
428,khost,33.3395,69.9204,15.0,71,17,1.42,AF,1682111574
429,port erin,54.0849,-4.751,9.93,87,75,4.63,IM,1682111574
430,saint-pierre,-21.3393,55.4781,24.82,73,75,2.06,RE,1682111574
431,vikhorevka,56.1201,101.1636,-3.23,97,100,1.3,RU,1682111574
432,mombetsu,44.3525,143.3525,3.12,76,52,8.47,JP,1682111574
433,bergerac,44.8333,0.5,19.12,63,100,5.14,FR,1682111374
434,tindouf,27.6711,-8.1474,19.19,33,0,9.0,DZ,1682111574
435,haugesund,59.4138,5.268,9.67,87,10,3.6,NO,1682111574
436,pangody,65.85,74.4859,-1.11,99,100,3.1,RU,1682111574
437,kolonia,50.9333,6.95,12.2,87,93,2.06,DE,1682111307
438,chos malal,-37.3781,-70.2709,19.9,30,99,4.01,AR,1682111574
439,fada,9.5667,8.3,22.5,75,100,1.2,NG,1682111575
440,lingdong,46.5669,131.1453,0.59,60,8,4.12,CN,1682111575
441,olyokminsk,60.3736,120.4264,-8.49,94,88,1.12,RU,1682111575
442,zhaqsy,51.9083,67.3133,3.53,80,85,3.83,KZ,1682111575
443,pont rouge,48.8833,-72.0825,6.73,57,100,3.21,CA,1682111575
444,timimoun,29.2639,0.231,27.12,18,0,4.6,DZ,1682111575
445,malango,-2.9627,119.9001,19.76,98,98,0.74,ID,1682111575
446,andrelandia,-21.7397,-44.3092,14.32,89,36,2.75,BR,1682111575
447,nikol'sk,53.7189,46.0712,6.78,88,100,3.79,RU,1682111575
448,ambah,26.7075,78.2261,26.01,29,13,3.11,IN,1682111575
449,osakarovka,50.565,72.5692,-2.63,78,6,1.86,KZ,1682111575
450,palera,25.0167,79.2333,26.69,23,33,2.53,IN,1682111575
451,shalqar,47.8333,59.6,13.98,27,100,7.22,KZ,1682111576
452,eastham,41.8301,-69.9739,13.3,71,0,5.14,US,1682111576
453,tenkodogo,11.78,-0.3697,35.69,17,46,1.94,BF,1682111576
454,kibi,6.1649,-0.5538,23.18,96,100,1.53,GH,1682111576
455,budenheim,50.0167,8.1667,12.92,84,20,0.89,DE,1682111576
456,francistown,-21.17,27.5079,20.56,29,99,3.57,BW,1682111576
457,tosontsengel,48.7567,98.2839,-6.55,41,1,0.88,MN,1682111576
458,port saint john's,-31.6229,29.5448,16.58,67,44,1.91,ZA,1682111576
459,raghunathpur,23.55,86.6667,26.52,39,99,0.85,IN,1682111576
460,tsiombe,-25.3,45.4833,21.18,87,0,1.45,MG,1682111576
461,vostochnyy,55.8167,37.8667,11.17,52,25,3.16,RU,1682111576
462,daman,20.4167,72.85,26.62,70,0,2.83,IN,1682111577
463,mitu,1.1983,-70.1733,26.29,74,98,1.94,CO,1682111577
464,bhongaon,27.25,79.1833,26.39,31,16,1.3,IN,1682111577
465,chippewa falls,44.9369,-91.3929,6.43,69,100,3.6,US,1682111577
466,jwaneng,-24.6004,24.7303,19.09,41,100,2.02,BW,1682111577
467,zarzis,33.504,11.1122,17.1,87,71,9.03,TN,1682111577
468,aripuana,-9.1667,-60.6333,26.4,94,98,0.6,BR,1682111577
469,acarau,-2.8856,-40.12,26.26,84,17,4.6,BR,1682111577
470,barra de santo antonio,-9.4047,-35.5072,26.6,82,18,4.61,BR,1682111307
471,nenjiang,49.1833,125.2167,-2.67,63,4,3.22,CN,1682111577
472,hampton bays,40.869,-72.5176,16.11,74,0,5.66,US,1682111577
473,nogliki,51.8333,143.1667,-0.41,97,100,8.15,RU,1682111577
474,cooper's town,26.8667,-77.5167,23.8,74,9,5.6,BS,1682111577
475,ar ruways,24.1103,52.7306,25.54,52,72,2.96,AE,1682111577
476,arno,60.1167,18.6333,6.11,76,18,1.08,SE,1682111578
477,benguela,-12.5763,13.4055,25.8,82,100,1.17,AO,1682111578
478,itacoatiara,-3.1431,-58.4442,28.1,82,90,1.34,BR,1682111578
479,nagqu,31.5,92.0,-0.92,67,100,3.94,CN,1682111578
480,lata,40.1629,-8.3327,14.34,97,77,0.51,PT,1682111578
481,pachino,36.7186,15.0907,13.7,87,1,5.89,IT,1682111578
482,betio village,1.358,172.9211,30.02,78,72,3.85,KI,1682111578
483,zhezqazghan,47.7833,67.7667,9.04,38,46,2.33,KZ,1682111578
484,asau,46.4333,26.4,7.38,88,71,2.1,RO,1682111578
485,aksu,41.1231,80.2644,11.92,42,87,2.91,CN,1682111578
486,pokaran,26.9167,71.9167,26.51,10,20,2.67,IN,1682111578
487,sandnessjoen,66.0217,12.6316,6.29,93,75,3.09,NO,1682111578
488,glenpool,35.9554,-96.0089,22.04,22,75,3.09,US,1682111579
489,rio branco,-9.9747,-67.81,27.34,78,75,1.54,BR,1682111579
490,jumla,29.2747,82.1838,3.46,88,33,2.42,NP,1682111579
491,le port,-20.9373,55.2919,25.0,91,5,4.07,RE,1682111579
492,menongue,-14.6585,17.691,16.32,96,98,2.03,AO,1682111579
493,fiche,9.8,38.7333,12.14,74,77,1.89,ET,1682111579
494,roma,43.2128,-75.4557,28.26,38,20,4.12,US,1682111413
495,chibougamau,49.9168,-74.3659,4.79,52,100,6.17,CA,1682111579
496,aral,40.5156,81.2636,12.26,30,77,2.9,CN,1682111579
497,adi keyh,14.8444,39.3772,16.89,66,12,1.28,ER,1682111579
498,praia da vitoria,38.7333,-27.0667,16.06,87,60,8.48,PT,1682111580
499,urangan,-25.3,152.9,21.86,76,91,9.04,AU,1682111580
500,natal,-5.795,-35.2094,27.36,74,20,3.09,BR,1682111413
501,necochea,-38.5473,-58.7368,19.16,42,100,5.6,AR,1682111580
502,srivardhan,18.0333,73.0167,25.36,75,0,3.47,IN,1682111581
503,zakamensk,50.3741,103.2863,-5.71,87,99,0.96,RU,1682111582
504,letterkenny,54.95,-7.7333,12.94,69,12,4.66,IE,1682111582
505,cherdyn',60.403,56.4787,3.77,92,100,1.44,RU,1682111583
506,andalusia,31.3085,-86.4833,27.53,58,0,3.09,US,1682111583
507,kimbe,-5.5502,150.1429,25.08,91,99,1.69,PG,1682111583
508,tayoltita,24.0833,-105.9333,32.49,16,99,4.08,MX,1682111583
509,jiexiu,37.0244,111.9125,1.75,99,100,0.62,CN,1682111584
510,tarakan,3.3,117.6333,26.54,79,71,1.25,ID,1682111584
511,n'zeto,-7.2312,12.8666,25.58,87,96,0.91,AO,1682111584
512,kandahar,31.0,65.75,18.11,11,0,1.38,AF,1682111585
513,mil'kovo,55.6078,37.7956,11.3,71,17,3.78,RU,1682111585
514,kralendijk,12.15,-68.2667,27.99,78,75,7.2,BQ,1682111586
515,nadi,-17.8,177.4167,28.0,69,40,5.14,FJ,1682111579
516,bayanhongor,46.7167,100.1167,-3.34,22,100,1.01,MN,1682111586
517,houlton,46.1262,-67.8403,13.23,35,0,3.09,US,1682111586
518,mendaha,-1.0333,103.5833,23.93,96,100,1.35,ID,1682111586
519,hovd,48.0056,91.6419,-3.43,33,0,0.97,MN,1682111587
520,flin flon,54.7682,-101.865,2.34,65,86,4.76,CA,1682111587
521,bull savanna,17.8868,-77.5902,25.71,70,26,1.88,JM,1682111587
522,wenling,28.3669,121.36,12.91,75,70,3.12,CN,1682111588
523,sechura,-5.5569,-80.8222,27.5,72,99,4.17,PE,1682111588
524,manta,-0.95,-80.7333,29.88,66,40,3.09,EC,1682111400
525,kamloops,50.6665,-120.3192,11.43,49,92,0.45,CA,1682111579
526,singaraja,-8.112,115.0882,26.24,84,67,1.18,ID,1682111588
527,dzuunharaa,48.8523,106.4579,-4.1,39,46,1.03,MN,1682111298
528,as sulayyil,20.4607,45.5779,23.81,58,98,4.24,SA,1682111589
529,brisas de zicatela,15.8369,-97.0419,30.29,70,20,6.17,MX,1682111589
530,bargaal,11.2864,51.0773,27.48,76,83,2.96,SO,1682111590
531,porbandar,21.6422,69.6093,25.88,83,4,4.56,IN,1682111590
532,yatou,37.15,122.3833,10.22,43,100,6.97,CN,1682111590
533,terenozek,45.05,64.9833,12.08,21,20,7.09,KZ,1682111591
534,sydney mines,46.2367,-60.2177,7.78,78,29,5.36,CA,1682111591
535,awjilah,29.1081,21.2869,25.54,21,100,7.45,LY,1682111591
536,bonthe,7.5264,-12.505,27.26,76,100,4.81,SL,1682111591
537,kapa'a,22.0752,-159.319,26.38,83,0,4.63,US,1682111486
538,murghob,38.1702,73.9667,-9.13,56,98,2.83,TJ,1682111592
539,caribou,46.8606,-68.012,13.04,44,0,4.47,US,1682111592
540,ceylanpinar,36.8472,40.05,14.58,58,1,2.55,TR,1682111592
541,santa elena de uairen,4.6167,-61.1333,24.61,74,88,0.63,VE,1682111592
542,kreuztal,50.9667,7.9833,11.2,88,75,0.45,DE,1682111592
543,jincheng,35.5022,112.8328,2.18,96,100,1.37,CN,1682111593
544,beitbridge,-22.2167,30.0,24.19,25,75,4.42,ZW,1682111593
545,savanna-la-mar,18.219,-78.1332,29.4,66,42,1.45,JM,1682111593
546,vice,-5.4167,-80.7833,28.41,66,99,3.33,PE,1682111593
547,sinop,41.7711,34.8709,7.37,92,100,0.62,TR,1682111593
548,pangoa,-12.1167,-73.0,25.83,70,81,1.3,PE,1682111593
549,kuching,1.55,110.3333,27.79,94,20,0.0,MY,1682111594
550,aur,8.1499,171.1687,27.83,79,41,6.66,MH,1682111594
551,kolokani,13.5728,-8.0339,32.58,13,84,3.08,ML,1682111594
552,conde,-7.2597,-34.9075,27.7,74,40,3.6,BR,1682111595
553,dampit,-8.2116,112.7493,21.36,98,80,1.34,ID,1682111595
554,oltinko'l,40.8011,72.1634,15.34,33,0,2.15,UZ,1682111595
555,taltal,-25.4,-70.4833,19.97,75,100,2.52,CL,1682111595
556,phan thiet,10.9333,108.1,26.39,89,100,1.26,VN,1682111596
557,jinghong,21.991,100.7341,22.96,48,56,0.92,CN,1682111596
558,alvand,36.3187,49.1678,10.58,69,70,2.98,IR,1682111596
559,san rafael,-34.6177,-68.3301,22.3,31,12,8.32,AR,1682111596
560,san agustin de valle fertil,-30.6335,-67.4682,21.74,40,100,2.44,AR,1682111596
561,cienfuegos,22.1461,-80.4356,30.08,54,39,5.14,CU,1682111597
562,yantarnyy,54.8717,19.9381,3.92,73,62,3.26,RU,1682111597
563,hobyo,5.3505,48.5268,28.7,72,100,6.58,SO,1682111597
564,kongsvinger,60.1905,11.9977,6.7,29,16,1.63,NO,1682111597
565,revda,56.801,59.9303,4.23,94,100,1.99,RU,1682111598
566,plettenberg bay,-34.0527,23.3716,13.79,66,100,1.77,ZA,1682111598
